식당이름,카테고리,연락처,구,상세주소,해시태그,별점,별점수,리뷰내용
신성묵과자점카페,"제과,베이커리",02-433-1650,중랑구,겸재로 113 (우)02147,#카카오페이#제로페이,4.5,19,"@@@@@@맛있음ㅋㅋㅋ 가격은 그리싼건 아님@@빵 종류도 많고 진짜 빵마다 다 맛있어요ㅎㅎㅎㅎ 친절하시기까지해서 기분이 참 좋네요ㅎㅎ@@친정식구 새일케익사러 두번째 방문했어요 친절하시고 빵 맛있고 가성비 최굡니다 계속 들를예정입니다@@호두깜파뉴 진짜루 존맛.... ㅠㅜ 사장님 완전 친절맨. 이번 크리스마스 케이크는 여기다. @@사장님 친절 + 맛있는 빵 + 정직하게 장사하시는 요즘 몇 안되는 옛날식 빵집~! 이 근방 들릴 일 있으면 꼭 한번씩 방문합니다 ^^@@사장님 넘 친절하셔요 ㅠㅠ 그리고 다른 유명한 빵집 다 먹었는데 여기가 젤 맛있어요 진짜루ㅜ ㅠㅠㅠ @@오랜만에 옛날 빵 가득한 곳 찾아서 기분 좋아요!! 사장님 너무 너무 친절하세요 :))@@사장님 엄청 친절하세요! 궁금한거있으면 다 물어보라고 말씀해주셔서 부담없이 빵 구경했어요. 소세지빵? 햄 들어간 빵종류가 많네요ㅎㅎ@@사장님 너무 친절하셔서 기분좋아지는 집이에요! 물론 빵도 맛있고요!@@여기 진짜 빵이 맛나고 사장님 친절하세요  피자빵도 종류가 많아서 좋구요 하여튼 다 맛나요  쿠키도 귀엽더라구요 ㅎㅎ 빵 케이크 초코 쿠키 식빵 등등 많아요@@사장님 친절쓰 맛도 굿굿@@최고의 중랑빵집@@맛있어요. 종류는 많지 않지만, 빵 자체가 실속이 꽉꽉 차 있습니다. 단점이라면 케익이 아쉬운......친절한 사장님 내외가 24시간 빵집을 운영하고 있습니다.@@맛있어요@@사장님은 엄청 친절하심 빵은 너무 큰 포션으로 팔아서 비쌈  맛은 쏘쏘함@@너무 맛있고 좋은 추억이 깃든 곳@@"
동부고려제과,"제과,베이커리",,중랑구,망우로 388 (우)02163,#카카오페이#제로페이,2.8,8,"집근처에 있었으면 자주 사먹었을 것 같습니다@@비싼 이유는 자릿값인가.. @@잘 되는 카드 2개나 줬는데 3번째 카드로 결제 되고 나서는 본인 실수로 결제 승인이 안되는 거였다고 인정하셨는데, '그럼 다시 원래 처음 카드로 결제해달라'고 하니까 빵 만드느라 가게 바쁘다고 그냥 가라고 함. 가게 바빠서 본인 실수 정정할 시간이 없다는 걸 고객이 이해해야 하는 의무가 있나봐요. 재밌는 가게네요. 번창하세요.@@@@악평이 많은데... 저는 정말 맛있게 먹었어요 소시지빵, 고로케, 호밀빵, 햄치즈샌드 등등 사먹는 것마다 속도 푸짐하고 빵도 부드러워서 늘 만족하고 사먹어요 대형 베이커리 체인 사이에서, 이런 오래된 동네빵집들이 오래오래 남았으면 좋겠어요~@@빵은 맛있어요! 근데 ... 주인아주머니... 네일한 손톱등으로 빵 예쁘게 모양 잡아가며 다독다독 터치터치하며 담는 거 보고 한 번, 그 손으로 결제해주시는 거 보고 또 한 번, 그리고 다시 그 손으로 빵 담으려고 하시는 데 또 한 번 놀라고 갑니다... 제발 안 그러시면 좋겠어요... 장사가 잘 될수록 이런 거 제발 신경 써주시면 안 되나요 제발요...@@최근에 먹었던 생크림 케익 중 가장 최악 오래된 건지 뻑뻑한 생크림에 촉촉함도 하나 없고 달기만 한 느낌 오래된 제과점이라 기대했는데 생크림 케익은  별로입니다. 먹은 사람들 맛에 대한 이야기는 피하지만 아마 다 같은 생각일 것 같습니다.@@완두앙금빵, 블루베리파이, 슈크림빵, 고구마빵 먹었는데 맛 괜찮았습니다.@@"
어수라생선구이,"해물,생선",02-437-9295,중랑구,면목로91길 19 (우)02138,#안심식당#혼밥#제로페이,4.4,10,예전에 포장해서 먹었었는데 좋았어요@@@@저녁 늦게 갔더니 구워놓은지 오래 돼서 식은 삼치 먹었습니다. 당연히 맛있을리 없었구요. 식당에서 제일 기분 나쁜 게 식은 음식 먹는 것.@@생선요리 별로 안좋아하는데 괜찮게 먹었어요. 생선이 크고 비린내가 안나서 좋았고 고등어조림도 양념이 맛있. 반찬은 쬐끔 아쉽 동네맛집 인정@@생선구이 별로 안좋아하는데 다먹을만큼 맛있었어요@@생선맛있습니다.서비스도 좋고 밑반찬도 맛있어요@@@@맛있고 친절하셔서 좋았습니다~@@정말 맛있게 먹었습니다.@@잘먹었습니다 ㆍ@@
투썸플레이스 묵동자이점,커피전문점,02-949-1222,중랑구,"동일로 932 1층 108,109호 (우)02033",#카카오페이,2.3,4,3만원 넘는 홀케이크 샀는데 냉동상태임ㅋㅋㅋ 냉동케이크 파는건 알지만 그래도 해동은 해서 판매해야죠@@@@직원서비스교육을 일절 안하나 보네요. 요새 사회적거리두기 운동으로 좌석이 부족해 이러지도 저러지도 못하고 있는데 직원들이 나서서 자리를 만들어주던가 최소 미안한태도라도 갖추고 포장해가서 먹으라고 얘기를 해야하는 것 아닌가요? 창가 몇개좌석만 달랑 패널 붙이고 앉지말라고 그러기만하고 카운트 주변 좌석은 다 붙어서 마스크 다 벗고 먹고 있는데 말이죠.. 많은 ...@@카페는 뷰가 6할은 먹고 들어가는데 갇혀있는 느낌이 강합니다.@@
KFC 사가정점,패스트푸드,02-439-5241,중랑구,사가정로 389 1층 (우)02228,#카카오페이#제로페이,2.3,11,"@@1점도 안주고싶은데 참습니다 저녁시간에 절대 가지마세요 패스트푸드라는 말에 전혀 맞지 않게 30분은 대기해야됩니다 그시간에 다른거 드세요@@치킨도 친절하고 알바생도 바삭해요@@@@일하시는 분들은 친절하신데, 코울슬로 유통기한 임박 제품을 주셔서 좀 그렇네요.ㅎ@@전화받는 점장 매우 불친절하고 배달시켰는데 죄다 식어서옴@@불친절, 한 번도 갓 만들거나 맛있는 상태의 치킨이 나온 적이 없음@@맛은 다른곳이랑 비슷한거 같은데 너무 불친절합니다. 여기 나이드신분 많이 오는데 몰라서 물어보시는데 직원들은 회피하고 그래서 손님인 제가 첨보는 할머니 주문 대신 해줬네요 그때도 멀뚱멀뚱 있고 알바나 매니저나 그렇게 알바해서 돈받으면 저도 알바비 주세요@@여기서 고딩때 일했었다. 꽤 자리를 오래 지키는 매장. 다른데 다 폐점했는데. 여러군데서 알바했는데 여기가 가장 별로였음. 의문의 별점테렄 ㅋ ㅋ ㅋ ㅋ@@콜센터 응대도 맘에 안들고 치즈치킨도 맛없음.. 차라리 치즈를 따로 줬었으면..@@전화문의 시 고객응대 면에서 상당히 친절함이 느껴지는군요.@@"
가토참치,참치회,02-432-6777,중랑구,동일로 762 1층 (우)02094,#제로페이,3.2,5,@@별로에요 @@참치가~~대박♡♡♡@@참치좋아하시는분들은 꼭가보세요 가성비끝판왕입니다 @@서비스가 엉망~@@
유가네닭갈비 태릉묵동점,닭요리,02-976-9426,중랑구,중랑역로 244 2층 (우)02002,#제로페이,3.4,9,@@@@매장이 깔끔하게 관리되고 있고 좋습니다~~ d^^b@@말이 필요없다.  최악임@@@@장사할마음 없는듯@@매장 깔끔하고 지금껏 가본 유가네중에 제일 맛있어요 반찬들도 많고 좋아요!@@건물이나 외관들 깔끔하고 괜찮네요@@숯불닭갈비는 왜안되나요@@
만주리양꼬치,양꼬치,02-491-3373,중랑구,봉화산로54길 29 (우)02067,#제로페이,5.0,9,"양꼬치 질도 좋고 맛도 좋아요 종종 갑니다요@@@@단골이에요~~~ 중랑구에서 제일 맛있어요@@양꼬치 쫀맛~! 메뉴(돼지고기숙주볶음) 1개를 서비스로 주셨음!!! (참고로 온면국물은 김칫국 맛이었습니다!)@@양갈비 쵝오@@말이 필요 없는 곳, 양꼬치가 죽입니다@@@@사장님들도 넘 친절하시구 양꼬치 양갈비 꿔바로우 옥수수온면 다 맛있어요!! 굳이 건대까지 안가도 맛나게 먹을수 있어서 좋아용*^^*@@맛있어서 양꼬치랑 꿔바로우 생각 날때마다 가는 곳. 우리집 주변에 있어주어 감사합니다!ㅋㅋㅋㅋㅋ@@"
시골솥뚜껑생삼겹살,삼겹살,02-492-0094,중랑구,봉우재로 158 (우)02156,,5.0,1,고기랑 김치 진짜 맛있어요 최고예요 사장님도 정말 친절하세요@@
장안칼국수,국수,02-438-8790,중랑구,상봉중앙로 56 (우)02074,#제로페이,4.3,4,하 맛있었다@@늘 기본 이상인 집!@@바지락 제철이 아니었음에도 비린내도 심하지 않았고 무엇보다 해감이 잘되어있었다. 바지락 양이 많았고 면도 상당히 많았다. 국물은 이름처럼 재래식 된장국 맛이었는데 바지락이 들어가서 바닷가에 놀러갔다가 아침으로 나온 재래식 된장국 먹는 그런 맛이었다.  내 입맛에는 그렇게 맛있다고 할 정도는 아니었지만 맛없지는 않았다.  전체적으로 음식 맛도 깔끔하고 매장도...@@@@
헬로방방 상봉점,키즈카페,02-433-0514,중랑구,상봉로 131 상봉듀오트리스 지하 2층 (우)02150,,4.5,10,"@@재밌게 잘 놀았어요 치킨이랑 감튀 너무 맛있었어요@@까페 컨디션은 좋아요 다만 돈까스 별로네요@@@@직원분들, 사장님 너무 친절하시고요, 공간도 쾌적하고, 영유아존도 따로있고, 커피도 맛있고, 콤비네이션 피자 간식으로  먹을만하고요, 저희 동네 최애 키즈카페에요.@@직원분들도 너무 친절하고 깨끗하고 좋아요@@송파방이점을 와보니 상봉점이 얼마나 좋은지 더 알겠어요 사장님도 청결에 신경 많이 쓰시고 시설도 더 좋습니다 @@근처 다른 헬로방방점을 많이다녔는데 이곳이 가장 관리 잘되고 깨끗합니다. 넘 좋아요 ㅠㅠ@@@@최고입니다!! 말이필요없습니다♡@@"
두미가,두부전문점,02-434-1189,중랑구,신내로10길 29 1층 (우)02069,#건강식#점심식사,5.0,1,@@
오사카부르스 상봉점,일본식주점,,중랑구,봉우재로33길 66 2층 (우)02153,#데이트코스#이자카야펍#친목모임#제로페이,2.7,6,"@@@@@@직원분들도 친절하시고, 술먹는 분위기가 좋네용~ @@꼬치맛있네요@@글쎄...예쁘게 찍힌 사진들만큼은 아니었다.. 알바생들도 불친절, 맛도별로@@"
채선당 묵동점,샤브샤브,02-948-7220,중랑구,동일로 942 (우)02033,#제로페이,4.3,7,"사장님 친절하시고, 일하시는 분들은 그정도까진 아니지만 괜찮으세요. 가게 깔끔하고 맛있어요 추천 @@사장님이 죽도 직접 맛있게 끓여주시고 친절하세요 야채도 신선하고 동네 샤브샤브 중에 제일 맛있는거 같아요 재방문 할게요!!@@야채 신선하고 맛있음@@채선당 묵동점 젤 좋아요@@무난히 먹을 수 있어요. 좋아요.@@@@친절하지  않아요 @@"
해물명가 아구동태해물찜탕 먹골역점,아구,02-949-1131,중랑구,동일로 880 1층 (우)02039,#안심식당,2.0,9,"아구찜 너무 맛있어서 언니랑 둘이 볶음밥까지 남김없이 먹었습니다 매니저분도 친절하시고 가게도 깔끔하네요 다음에 또 갈게요@@저희는 특이한 손님이 되었네요.. ㅎㅎ 서비스 아주.. 좋네요@@6/23 8명이서 방문 아구찜 대, 해물찜 중 사이드로 만두2개 돈까스2개 볶음밥 등등 주문하고 방문자들 모두 술을 잘먹는편이라 술도 엄청 마심. 두시간 정도 흘러 밤 9시, 소주한 병을 더 주문하는디 옆테이블 아저씨들이 무슨 우리테이블 술 너무 마신거 아니냐고 했다고 함. 그래서 장난반 진담 반 그럼 사이다 서비스로 한병만 주세요 했더니 갑자기 어디 걸터...@@오만의 끝. @@탕도 맛있고 찜도 맛있는데 낙지찜이 쭈꾸미찜으로 바뀐게 아쉽다.@@맛있는데 왜 평이낮지?했는데 바로깨달았다... 가격싸길래 포장해가야지 하고 되냐고 물어봤는데 된다하길래 찜이랑탕이랑해서 3만원넘게 포장하고 사먹은거까지 거의4만원 가까이됐는데 포장한거 보고 뭔가 쎄헤서 탕 다끓여진거죠?하니까;; 반만끓인 탕이었음...안물어봤으면 어쩔뻔... 끓여서 해달라하니까 플라스틱이라 안좋아서 안된대...;; 요리해먹을수있는상황이아니라...@@오천원 동태탕 먹는다고 눈치 주는 집. 맛은 있었으나. 부담되어 안가련다@@몇일전 저녁 방문하여 동태탕 시킬랬더니  오늘은 식사메뉴는 안판다네요  장미축제기간이라서 한목 챙기실려나 식당에서 식사메뉴를 안팔고 상대적으로 비싼 찜 전골류만 판다니 정말 황당했네요  축제기간이라 손님이 많은편이긴 했어도 동태탕 오천원 크게 밖에 써서 광고하고 티비에까지 한그릇에도 정성을 쏟는다고 해놓고 정말 실망했네요 @@사람이 너무 많아서 테이블마다 서비스를 신경써주기 힘들어보였음 아구찜이 그닥 가격대비 부실하단 느낌 그냥그랬어요 @@"
왕서방,중화요리,02-435-2440,중랑구,동일로126나길 13 (우)02096,#제로페이,3.6,7,"볶음밥 진짜 맛있어요 !!@@별 하나도 아까움 짜장면,짬뽕 둘다 맛이 없음@@@@퀄리티를 떠나 동네장사에서 이런 고집을 부리기는 쉽지 않다. 어쨌든 응원하고 지지하고 싶은 맛이랄까. @@볶음밥 굳!! 탕수육, 채밥 굳 짱뽕  담치 없이 오징어,조개살 굳 강황가루면,  청소 하루 10번 짱@@@@@@"
키미노돼지국밥,한식,02-491-2895,중랑구,중랑천로10길 92 1층 (우)02124,#혼밥#제로페이,3.9,15,"맛은 있는데 희안하게도 먹으러 가면 갈때마다 꼭 안에서 들어가있어서는 안되고 먹으면 안되는게 나옴 @@무맛에 가까운 알 수 없는 맛 매장 내에선 락스냄새? 같은 냄새..@@국물이 뽀얗고 깔끔함 맛있는 김치와 소면사리는 덤@@누린내 없이 깔끔한 돼지국밥집이라 호불호가 갈릴 수는 있겠습니다. 이전하기 전부터 다녔는데 가게가 작아도 청결해요. 순대가 참 맛있습니다. 동네에 이런 가게가 있어서 좋습니다. 오래오래 장사해주세요. @@그냥 그래요. 수육은 무난한데 국물에 감칠맛이 없습니다. 다른 테이블들도 국물은 죄다 남겼더라고요. @@중곡동에서 거의 유일하게 깔끔한 순대국밥집이었어요. 이전하셔서 삐졌으므로 별표하나 깎음.ㅋ@@5점 다줘도 아깝지 않습니다  국밥집의 편견을 깨고 갈끔한 식당입니다 공기밥까지 완벽하게 맛있었습니다@@맛있어요. 담백하고 깔끔해요.  자꾸 가게 되네요. @@돼지잡내랑 비계싫어하는 분들 강추 담백하고 깔끔한맛  돼지국밥집인데 순대국도 엄청 맛있음 김치만 좀 덜짜면 완벽한집@@아 집 바로앞에 있어서 좋았는데 어디로 갔나 했더니 이전 하셨군요.  여기 제대로에요!!@@아니 여기 돼지국밥집이? 근데 식당이름이 일본어 같은데 돼지국밥? 근데 왜 맛있지????@@옆에 TREK자전거 수리 맡기러 우연히보게된 집입니다. 새로 생겨서 먹어봤는데 ""머위에 짜다""하는데 그건 트집이고 진짜 맛있습니다 전 참고로 짠거 싫어하는데 다데기도 전혀 자극적이지 않습니다 거기다 주말에 처음가봤는데 국밥집 같지 않게 인테리어에 신경썼고 더군다나 사장님이 돼지국밥 원조인 부산사투리를 쓰시는듯 하더라고요 저도 직원과 대화에서 얼핏들었네요 거...@@김치는 통상 김치에비해 완전 짰고 그냥 그랬어요.@@수육백반 맛있었습니다. 동네에 이런 식당이 생겨서 반갑네요. @@오픈 담날 먹으러갔는데 정말 맛있게 먹었습니다.~^^@@"
나능이능이버섯백숙,삼계탕,02-435-1064,중랑구,상봉로 61 (우)02158,#가족모임#건강식#점심식사#친목모임#제로페이,3.0,2,맛있어서 자주 이용하는곳이라 이번에 포장을 한번 했는데 능이버섯이 딱 한개 넣어져 있었네요. 그것도 쪼개진 작은 사이즈로... 사장님께 전화드려서 그나마도 버섯 한개라고 말씀드리며 그거 넣어주셨다고 말씀드렸더니 그럴리가 없다면서 보통 두세개 들어가 있고 기본적으로 그렇게 넣어드린다고 하시네요. 홀에서 자주 먹었었는데 정말 이 정도는 아니었거든요. 찢던 통이...@@조하요@@
세상만사뼈다귀,감자탕,02-435-4955,중랑구,겸재로 196 1층 (우)02197,#안심식당#제로페이,3.0,6,@@너무 짜요 모든게....@@괜찮아요. 푸짐하고 깔끔하게 나와요.   반찬으로 나오는 김치가 칼국수집 수준으로 맛있어요. 뜻밖의 김치 맛집ㅋㅋㅋ @@맛있는데 뭔가 세제냄새@@맛있어요...@@뼈다귀전골(소중대) 2만3천~3만3천원.뼈다귀찜(소중대) 2만7천~3만7천원.뼈다귀해장국 7천원/24시간 영업@@
